58955.47953 -17.11937 -999.00000 -999.00000 -999.00000
58963.42140 -16.53473 -999.00000 -999.00000 -999.00000
58966.45750 -16.66294 -999.00000 -999.00000 -999.00000
58972.46296 -17.91021 0.07085 0.06854 0.07316
58975.30506 -18.32416 0.26052 0.22956 0.29148
58979.42959 -18.47648 0.15476 0.14377 0.16576
58986.41384 -18.74482 0.03600 0.03540 0.03659
58992.34024 -18.48787 0.05099 0.04979 0.05219
59011.29632 -17.10589 0.18127 0.16621 0.19633
59017.33281 -16.49862 0.26105 0.22996 0.29213
59020.36384 -15.75105 0.51727 0.39845 0.63609
59023.31606 -16.22557 0.37208 0.30954 0.43463
59027.23539 -17.39558 -999.00000 -999.00000 -999.00000
59030.35243 -17.74172 -999.00000 -999.00000 -999.00000
59033.23132 -18.49520 -999.00000 -999.00000 -999.00000
59036.21855 -17.99602 -999.00000 -999.00000 -999.00000
59039.33976 -17.46107 -999.00000 -999.00000 -999.00000
59042.29654 -16.78218 -999.00000 -999.00000 -999.00000
59045.26623 -16.49946 -999.00000 -999.00000 -999.00000
59048.27597 -15.63906 0.54629 0.41429 0.67829
59051.29513 -16.89693 -999.00000 -999.00000 -999.00000
59054.25138 -15.93349 0.49698 0.38700 0.60696
59057.25381 -17.22479 -999.00000 -999.00000 -999.00000
59064.21132 -18.35564 -999.00000 -999.00000 -999.00000
59075.18830 -16.87825 -999.00000 -999.00000 -999.00000
59094.17205 -18.02444 -999.00000 -999.00000 -999.00000
