58955.47953 -16.52321 -999.00000 -999.00000 -999.00000
58963.42140 -15.93857 -999.00000 -999.00000 -999.00000
58966.45750 -16.06678 -999.00000 -999.00000 -999.00000
58972.46296 -17.31405 0.07085 0.06854 0.07316
58975.30506 -17.72800 0.26052 0.22956 0.29148
58979.42959 -17.88031 0.15476 0.14377 0.16576
58986.41384 -18.14866 0.03600 0.03540 0.03659
58992.34024 -17.89171 0.05099 0.04979 0.05219
59011.29632 -16.50973 0.18127 0.16621 0.19633
59017.33281 -15.90246 0.26105 0.22996 0.29213
59020.36384 -15.15488 0.51727 0.39845 0.63609
59023.31606 -15.62940 0.37208 0.30954 0.43463
59027.23539 -16.79942 -999.00000 -999.00000 -999.00000
59030.35243 -17.14556 -999.00000 -999.00000 -999.00000
59033.23132 -17.89903 -999.00000 -999.00000 -999.00000
59036.21855 -17.39986 -999.00000 -999.00000 -999.00000
59039.33976 -16.86491 -999.00000 -999.00000 -999.00000
59042.29654 -16.18601 -999.00000 -999.00000 -999.00000
59045.26623 -15.90329 -999.00000 -999.00000 -999.00000
59048.27597 -15.04290 0.54629 0.41429 0.67829
59051.29513 -16.30076 -999.00000 -999.00000 -999.00000
59054.25138 -15.33733 0.49698 0.38700 0.60696
59057.25381 -16.62862 -999.00000 -999.00000 -999.00000
59064.21132 -17.75948 -999.00000 -999.00000 -999.00000
59075.18830 -16.28209 -999.00000 -999.00000 -999.00000
59094.17205 -17.42828 -999.00000 -999.00000 -999.00000
