58955.44172 -16.08423 -999.00000 -999.00000 -999.00000
58966.47747 -15.51270 -999.00000 -999.00000 -999.00000
58975.43069 -17.69461 0.07690 0.07418 0.07963
58986.45066 -18.54838 0.01985 0.01966 0.02003
58992.41896 -18.27287 0.02879 0.02841 0.02918
58996.31220 -18.08760 0.03128 0.03083 0.03173
59000.35582 -20.56101 -999.00000 -999.00000 -999.00000
59011.31777 -17.39767 0.05149 0.05027 0.05271
59014.25774 -16.96860 0.08837 0.08478 0.09196
59020.27608 -16.68578 0.08202 0.07892 0.08511
59027.27282 -16.41235 0.15614 0.14495 0.16732
59033.31721 -16.88901 -999.00000 -999.00000 -999.00000
59036.28971 -16.19779 0.26198 0.23067 0.29328
59039.27053 -15.53475 0.28712 0.24959 0.32465
59042.24508 -15.45597 0.21276 0.19205 0.23348
59045.21236 -15.61898 0.19529 0.17782 0.21276
59048.24358 -15.39355 0.23039 0.20612 0.25465
59051.35442 -15.36882 0.38112 0.31556 0.44668
59064.30995 -17.24492 -999.00000 -999.00000 -999.00000
59067.28917 -16.24568 -999.00000 -999.00000 -999.00000
59070.19100 -14.56569 0.52175 0.40093 0.64256
59075.23015 -15.50904 0.30134 0.26005 0.34263
59094.27454 -17.29331 -999.00000 -999.00000 -999.00000
