      9835.36          NaN          NaN
      9841.93          NaN          NaN
      9848.51          NaN          NaN
      9855.08  5.67345e-15  2.59423e-16
      9861.65  5.45330e-15  2.55894e-16
      9868.23  5.65671e-15  2.64437e-16
      9874.80  5.73227e-15  2.65553e-16
      9881.37  5.78393e-15  2.68020e-16
      9887.94  5.75377e-15  2.70886e-16
      9894.51  5.83413e-15  2.72736e-16
      9901.09  5.90445e-15  2.79517e-16
      9907.66  5.83703e-15  2.76235e-16
      9914.23  5.89213e-15  2.78621e-16
      9920.80  5.96521e-15  2.78454e-16
      9927.38  6.07551e-15  2.80572e-16
      9933.95  5.93477e-15  2.77702e-16
      9940.52  6.07221e-15  2.80299e-16
      9947.09  5.83878e-15  2.76208e-16
      9953.67  5.65264e-15  2.71174e-16
      9960.24  5.17652e-15  2.70134e-16
      9966.81  5.82000e-15  2.68309e-16
      9973.38  5.92516e-15  2.68010e-16
      9979.96  6.08359e-15  2.74553e-16
      9986.53  5.85017e-15  2.68782e-16
      9993.10  6.12228e-15  2.77247e-16
      9999.67  6.18097e-15  2.76922e-16
      10006.2  6.14107e-15  2.80569e-16
      10012.8  6.33273e-15  2.83329e-16
      10019.4  6.27447e-15  2.78883e-16
      10026.0  6.52895e-15  2.83189e-16
      10032.5  6.23600e-15  2.71075e-16
      10039.1  6.05618e-15  2.66897e-16
      10045.7  6.30825e-15  2.72700e-16
      10052.3  6.28124e-15  2.70226e-16
      10058.8  5.98366e-15  2.63757e-16
      10065.4  5.87598e-15  2.60413e-16
      10072.0  5.64097e-15  2.50734e-16
      10078.5  5.55434e-15  2.45590e-16
      10085.1  5.38756e-15  2.42871e-16
      10091.7  5.36575e-15  2.37102e-16
      10098.3  4.39099e-15  2.27400e-16
      10104.8  3.91944e-15  4.61557e-17
      10111.4  5.12742e-15  2.27299e-16
      10118.0  4.98227e-15  2.24734e-16
      10124.5  4.94358e-15  2.22910e-16
      10131.1  4.96297e-15  2.23429e-16
      10137.7  4.83481e-15  2.19623e-16
      10144.3  4.65119e-15  2.14309e-16
      10150.8  4.62064e-15  2.12765e-16
      10157.4  4.53659e-15  2.12976e-16
      10164.0  4.32633e-15  2.06539e-16
      10170.6  4.32887e-15  2.05641e-16
      10177.1  4.18561e-15  2.03824e-16
      10183.7  4.04165e-15  1.98400e-16
      10190.3  3.85378e-15  1.91249e-16
      10196.8  3.59189e-15  1.86398e-16
      10203.4  3.50324e-15  1.86297e-16
      10210.0  3.38313e-15  1.78053e-16
      10216.6  3.24902e-15  1.71390e-16
      10223.1  3.13583e-15  1.67754e-16
      10229.7  2.87863e-15  1.58902e-16
      10236.3  2.56855e-15  1.47076e-16
      10242.9  2.13651e-15  1.43329e-16
      10249.4  2.09002e-15  1.37759e-16
      10256.0  2.12701e-15  1.30935e-16
      10262.6  1.93566e-15  1.24159e-16
      10269.1  1.83091e-15  1.21304e-16
      10275.7  2.34365e-15  1.14360e-16
      10282.3  2.03064e-15  1.15787e-16
      10288.9  1.58703e-15  1.10361e-16
      10295.4  1.70766e-15  1.10950e-16
