objName,objID,nDetections,gnTotal,gFPSFFlux,gFPSFFluxErr,gFPSFFluxStd,gFKronFlux,gFKronFluxErr,gFKronFluxStd,gFApFlux,gFApFluxErr,gFApFluxStd,gFlags,rnTotal,rFPSFFlux,rFPSFFluxErr,rFPSFFluxStd,rFKronFlux,rFKronFluxErr,rFKronFluxStd,rFApFlux,rFApFluxErr,rFApFluxStd,rFlags,inTotal,iFPSFFlux,iFPSFFluxErr,iFPSFFluxStd,iFKronFlux,iFKronFluxErr,iFKronFluxStd,iFApFlux,iFApFluxErr,iFApFluxStd,iFlags,znTotal,zFPSFFlux,zFPSFFluxErr,zFPSFFluxStd,zFKronFlux,zFKronFluxErr,zFKronFluxStd,zFApFlux,zFApFluxErr,zFApFluxStd,zFlags,ynTotal,yFPSFFlux,yFPSFFluxErr,yFPSFFluxStd,yFKronFlux,yFKronFluxErr,yFKronFluxStd,yFApFlux,yFApFluxErr,yFApFluxStd,yFlags
PSO J222.7310+27.5785,141092227310124907,70,17,0.00036314799217507243,1.4669900338049047e-05,351.7080078125,0.0037149800918996334,3.9391601603711024e-05,43.847198486328125,0.0008598410058766603,1.080839956557611e-05,233.468994140625,16892216,20,0.000767896999605,3.723400004673749e-05,1275.1500244140625,0.006742020137608051,8.707329834578559e-05,274.739990234375,0.001730839954689145,2.7469299311633222e-05,770.8699951171875,16892216,21,0.0010090599535033107,1.910679930006154e-05,233.75,0.009701100178062916,0.00011727899982361123,170.23699951171875,0.002398800104856491,3.43805986631196e-05,728.4609985351562,16892216,18,0.0013167799916118383,4.131139940000139e-05,531.2659912109375,0.011676199734210968,8.749320113565773e-05,36.5088996887207,0.0029474101029336452,8.582820009905845e-05,2200.18994140625,16892216,16,0.001508209970779717,5.883710036869161e-05,227.74400329589844,0.013464599847793579,0.0005338750197552145,387.8240051269531,0.0030559999868273735,3.857809861074202e-05,119.01899719238281,16892216
