objName,objID,nDetections,gnTotal,gFPSFFlux,gFPSFFluxErr,gFPSFFluxStd,gFKronFlux,gFKronFluxErr,gFKronFluxStd,gFApFlux,gFApFluxErr,gFApFluxStd,gFlags,rnTotal,rFPSFFlux,rFPSFFluxErr,rFPSFFluxStd,rFKronFlux,rFKronFluxErr,rFKronFluxStd,rFApFlux,rFApFluxErr,rFApFluxStd,rFlags,inTotal,iFPSFFlux,iFPSFFluxErr,iFPSFFluxStd,iFKronFlux,iFKronFluxErr,iFKronFluxStd,iFApFlux,iFApFluxErr,iFApFluxStd,iFlags,znTotal,zFPSFFlux,zFPSFFluxErr,zFPSFFluxStd,zFKronFlux,zFKronFluxErr,zFKronFluxStd,zFApFlux,zFApFluxErr,zFApFluxStd,zFlags,ynTotal,yFPSFFlux,yFPSFFluxErr,yFPSFFluxStd,yFKronFlux,yFKronFluxErr,yFKronFluxStd,yFApFlux,yFApFluxErr,yFApFluxStd,yFlags
PSO J033.3158-07.6619,98800333158576210,57,17,0.0007526220288127661,7.324299986066762e-06,24.749500274658203,0.0029794699512422085,4.191069820080884e-05,129.281005859375,0.0014933899510651827,2.887399932660628e-05,449.34100341796875,16892216,14,0.0013107500271871686,4.4616401282837614e-05,643.5330200195312,0.014375600032508373,0.00022605000413022935,915.030029296875,0.00369737995788455,0.0002995200047735125,25754.5,16892216,23,0.0020373500883579254,2.832830068655312e-05,110.96399688720703,0.01774420030415058,0.00013543700333684683,469.25299072265625,0.003500239923596382,4.6545901568606496e-05,777.4089965820312,16892216,19,0.002357309916988015,4.847539821639657e-05,335.86700439453125,0.023968499153852463,0.00024271699658129364,194.0780029296875,0.004259069915860891,0.00011258899758104235,1555.4000244140625,16892216,19,0.0026130499318242073,4.6735800424357876e-05,41.080101013183594,0.027419500052928925,0.0005510940100066364,150.4080047607422,0.0052806599996984005,0.00020641299488488585,1175.5799560546875,16892216
