wave,norm
4575.0928,906.2055667137366
4576.1479,906.3565486675651
4577.2007,906.5067604412711
4578.2559,906.6568724078999
4579.3091,906.8062582366323
4580.3652,906.9556122507792
4581.4189,907.1041844954361
4582.4731,907.2523849688689
4583.5298,907.4004928567006
4584.584,907.5478072813703
4585.6411,907.6950825281216
4586.6963,907.8416491818543
4587.7539,907.9881041587117
4588.8091,908.1337827384184
4589.8647,908.279072734491
4590.9233,908.4243298597058
4591.9795,908.5688127817895
4593.0386,908.713246225168
4594.0952,908.8568935578224
4595.1543,909.0004345931341
4596.2114,909.1432591882742
4597.269,909.2857061408181
4598.3291,909.4280430200462
4599.3867,909.5695985880144
4600.4473,909.7111087930197
4601.5059,909.8519060025524
4602.5669,909.9925753126835
4603.6255,910.1324804767127
4604.6846,910.2720061180293
4605.7466,910.4114664339088
4606.8062,910.5501653007393
4607.8687,910.6887963512422
4608.9287,910.8266549641974
4609.9912,910.9643916311595
4611.0518,911.1014358073047
4612.1128,911.2380858673909
4613.1763,911.3746106972279
4614.2373,911.5103686898244
4615.3013,911.6460635410662
4616.3633,911.7810572377517
4617.4277,911.915909115912
4618.4897,912.050011351748
4619.5522,912.1837316455702
4620.6177,912.3173827560764
4621.6807,912.4502748096747
4622.7466,912.5830829869029
4623.8096,912.7150849783005
4624.876,912.8470631619474
4625.9399,912.9782871616923
4627.0044,913.1091409154826
4628.0713,913.2398442054532
4629.1357,913.3697972127605
4630.2031,913.49967153834
4631.2686,913.628870719969
4632.3364,913.757904223217
4633.4023,913.8862647136747
4634.4678,914.0141347170037
4635.5366,914.141956926256
4636.603,914.2690495688091
4637.6724,914.3960563240887
4638.7393,914.52232417006
4639.8091,914.6484924538964
4640.8765,914.773936315152
4641.9438,914.8989281271218
4643.0142,915.0238413166202
4644.0825,915.1480689771724
4645.1533,915.2721463249856
4646.2222,915.395563704667
4647.2935,915.5188178634774
4648.3623,915.641345689101
4649.4316,915.7634929186593
4650.5039,915.8855435730468
4651.5737,916.0068719304757
4652.6465,916.1281020646296
4653.7168,916.2486127702123
4654.79,916.3690124474995
4655.8608,916.48870683418
4656.9346,916.6082998255082
4658.0059,916.7271792159967
4659.0771,916.8456135724483
4660.1519,916.9640105192099
4661.2236,917.0816323783253
4662.2983,917.199149390639
4663.3711,917.3160257769259
4664.4463,917.4327304044281
4665.5195,917.5487861573008
4666.5928,917.6644219944538
4667.6689,917.779927792059
4668.7427,917.894756563771
4669.8193,918.0094541322816
4670.8936,918.1234776105797
4671.9707,918.2373687609294
4673.0454,918.350578268887
4674.1206,918.4634135293924
4675.1982,918.5760729892228
4676.2739,918.6881075889139
4677.3521,918.79997603183
4678.4282,918.9112016118416
4679.5073,919.0223117444136
4680.5835,919.1326996911199
4681.6602,919.2427164368412
4682.7397,919.352595884165
4683.8174,919.4618700626047
4684.8975,919.5709653306185
4685.9751,919.6793876762424
4687.0557,919.7876910497987
4688.1338,919.8953247870056
4689.2124,920.0025904356954
4690.2935,920.1096860302881
4691.3726,920.2161663896179
4692.4546,920.3225153963439
4693.5342,920.4282127282094
4694.6162,920.5337292341599
4695.6963,920.6386462034502
4696.7764,920.7431502058345
4697.8594,920.8475210909144
4698.9404,920.9512870524654
4700.0239,921.054880703777
4701.105,921.1578344419321
4702.189,921.2606536571355
4703.271,921.362874021641
4704.353,921.4646865781602
4705.4375,921.5663261241682
4706.52,921.6673716107301
4707.6055,921.7682901804504
4708.6885,921.8685712053274
4709.7744,921.968715472177
4710.8579,922.068234920245
4711.9414,922.1673523312064
4713.0283,922.26637785061
4714.1123,922.3647382328807
4715.1992,922.4629607832009
4716.2842,922.5606122004621
4717.3716,922.6580802478583
4718.457,922.754971351587
4719.5425,922.85147505779
4720.6309,922.9478396983523
4721.7168,923.0435880016031
4722.8057,923.1392057127175
4723.8921,923.234210659415
4724.9814,923.3290759210873
4726.0684,923.4233493858223
4727.1553,923.5172242266292
4728.2456,923.611002043022
4729.3335,923.7041845207734
4730.4238,923.7971838914942
4731.5122,923.8896342069313
4732.603,923.9819015526489
4733.6919,924.0736230449398
4734.7808,924.1649608432897
4735.8726,924.2561577851463
4736.9624,924.3468052233907
4738.0547,924.4372783233727
4739.1445,924.5271640725576
4740.2373,924.6169169800814
4741.3276,924.7060862000774
4742.4214,924.795163061698
4743.5122,924.8836191037873
4744.6035,924.9717405933173
4745.6973,925.0596886361506
4746.7891,925.1471023056378
4747.8838,925.2343746177592
4748.9761,925.321083952812
4750.0713,925.407651955466
4751.1641,925.49366061659
4752.2568,925.5792934006491
4753.3525,925.6647929656451
4754.4463,925.749777585807
4755.5425,925.8345822975008
4756.6367,925.9188676980393
4757.7334,926.0029813684251
4758.8281,926.0865791224873
4759.9229,926.1698234738511
4761.0205,926.2529194936218
4762.1157,926.3354745176098
4763.2139,926.4178965138747
4764.3096,926.499773668232
4765.4082,926.581510528415
4766.5044,926.6627137487823
4767.6011,926.7436003008004
4768.7002,926.8243101459021
4769.7974,926.9045285150869
4770.8975,926.9846071041213
4771.9951,927.0641538830098
4773.0952,927.1435324638605
4774.1934,927.2224263202282
4775.2915,927.3009669578604
4776.3926,927.3793759827524
4777.4917,927.4572981285881
4778.5933,927.535053453868
4779.6924,927.6122902971019
4780.7949,927.6894241134996
4781.8945,927.7660151698512
4782.9946,927.842302665957
4784.0977,927.9184596229705
4785.1982,927.9941005101543
4786.3018,928.0696181560386
4787.4028,928.1446235667509
4788.5068,928.2194993423363
4789.6084,928.2938802520589
4790.71,928.3679307126695
4791.8149,928.4418723560275
4792.917,928.5152980242447
4794.0225,928.5886218092306
4795.1255,928.6614532779079
4796.231,928.7341238808428
4797.3345,928.8063388843782
4798.438,928.8782313503583
4799.5444,928.9499902437074
4800.6489,929.0213051125992
4801.7559,929.0924611022491
4802.8604,929.1631381283125
4803.9678,929.233682876676
4805.0732,929.303784125973
4806.1782,929.3735456826626
4807.2866,929.4432074866023
4808.3926,929.5124059042662
4809.5015,929.5814736473903
4810.6079,929.6500755277443
