objName,nDetections,gFKronFlux,gFKronFluxErr,gFApFlux,gFApFluxErr,gFmeanflxR5,gFmeanflxR5Err,gFlags,rFKronFlux,rFKronFluxErr,rFApFlux,rFApFluxErr,rFmeanflxR5,rFmeanflxR5Err,rFlags,iFKronFlux,iFKronFluxErr,iFApFlux,iFApFluxErr,iFmeanflxR5,iFmeanflxR5Err,iFlags,zFKronFlux,zFKronFluxErr,zFApFlux,zFApFluxErr,zFmeanflxR5,zFmeanflxR5Err,zFlags,yFKronFlux,yFKronFluxErr,yFApFlux,yFApFluxErr,yFmeanflxR5,yFmeanflxR5Err,yFlags
PSO J268.3028-00.8561,10,8.71222982823383e-06,1.0306399644832709e-06,9.365299774799496e-06,8.112500040624582e-07,8.185719707398675e-06,1.896849994409422e-06,16416,2.131469955202192e-05,9.81391963250644e-07,1.911770050355699e-05,7.905539973762643e-07,2.2171800083015114e-05,2.76118998954189e-06,16892216,2.9516100767068565e-05,1.8036599840343115e-06,2.932660026999656e-05,1.0178499678659136e-06,2.6210500436718576e-05,7.219479812192731e-06,16892216,3.8350401155184954e-05,1.7311799638264347e-06,4.007789902971126e-05,1.2022900364172528e-06,3.731410106411204e-05,5.915670044487342e-06,16892216,5.275090006762184e-05,7.904909580247477e-06,5.7493900385452434e-05,7.91964976087911e-06,6.507740181405097e-05,2.2236299628275447e-05,118840
