wphot,mphot
4814.27941256387,41.98980450739505
6174.326862607211,54.54684234139524
7515.753847790675,64.24887704599924
8663.598720917436,70.97672552788399
9616.810935735271,77.00215013277385
12504.177541792384,79.8919660016056
21483.777459110548,62.47256126658691
