wavelength,spec,err
4900.1311,34.65075911577552,8.481521463081599
4900.7545,33.19002876008341,8.68712389330204
4901.379,57.66168256025259,8.589578942236573
4902.2055,38.967727722475914,7.018479769612095
4903.004,35.78733715253417,7.529908552886857
4903.7613,45.332814967804055,7.614520333894775
4904.5023,47.05645753111915,8.661910338788969
4905.1264,28.716371357879563,8.601834034926581
4905.7509,31.853584905596087,8.53339641584218
4906.3747,46.63749871762751,8.433875600112412
4907.0002,32.16758971330647,8.563330617195389
4907.6237,38.74706158165009,8.516924034530836
4908.2487,26.66072428591001,8.469819693730695
4908.8734,30.075947557423127,8.442578376035048
4909.4972,40.27022937193234,8.389196919505638
4910.122,32.94535479702495,8.40405215115183
4910.7465,46.4183406525385,8.605678384275159
4911.3723,50.918845895637745,8.58587119969772
4911.9951,37.5971683828372,8.383708275745038
4912.6199,41.504921106519504,8.328799869723783
4913.2452,31.40889865228261,8.309259118705464
4913.8697,41.14809386645766,8.496947032271077
4914.4933,41.7919131096931,8.228526779758289
4915.1187,25.681612580280078,8.397806482023645
4915.7441,74.17280980919888,8.633703476814599
4916.3678,46.51120132400365,8.620600082923135
4916.9916,41.61920836033071,8.548756862685615
4917.6162,25.831616757877523,8.34824522254055
4918.2412,59.453433167765226,8.404897862235886
4918.8663,40.90418421048549,8.361622936165448
4919.4925,52.5250056612916,8.549256968566514
4920.1165,57.35839554977843,8.398164702089856
4920.7418,62.54849821343854,8.306600889008324
4921.3647,23.195069018944675,7.945657924971824
4921.9895,52.97328148729141,8.166151759468239
4922.6159,52.51876707542604,8.277595642047983
4923.2403,54.742496982824505,8.301233100019633
4923.864,31.01911825284871,8.057549179361809
4924.4901,40.051523039597335,8.148674323893886
4925.115,32.368536096305576,8.294371172843224
4925.7404,53.171313222254945,8.406073805337748
4926.3645,36.58824858557125,8.139456672370697
4926.9881,55.87880416445851,8.252546396153418
4927.6144,47.58537300635068,8.429732591199611
4928.4401,46.33732853731046,6.88002984028907
4929.2361,48.29329626456192,7.456638221774504
4929.9929,31.993278856448157,7.32672925305718
4930.7385,50.942653131227104,8.278953494553623
4931.3636,50.26663015122015,8.466799167728968
4931.9884,17.24215827953445,8.055073786760763
4932.6137,64.51244925036612,8.422454471340057
4933.2381,47.5914963678658,8.171523413785795
4933.8625,37.662732138431004,7.813456723691747
4934.4881,50.321519567275516,8.261405488596537
4935.1132,49.020253340278344,8.146151893016187
4935.738,27.554057171344304,7.885032167750877
4936.3635,59.421021544687825,7.963137505743637
4936.9882,54.03921723670877,8.076769538730638
4937.6141,55.87720555079089,8.106019955848694
4938.2381,47.71556660612993,8.015621406774834
4938.8637,66.51437435068318,8.154931788250607
4939.4886,54.91680809541071,7.979822436759072
4940.1138,57.73004993622122,8.06726040901884
4940.7387,61.114598058472865,8.128153215066815
4941.3639,44.98706816370163,7.874158581057987
4941.9883,57.524623992461635,7.897575149348624
4942.6138,30.79752834218737,7.692802695145523
4943.2395,44.73761192909132,8.087298674986588
4943.8642,60.49005816580706,8.199418120508913
4944.4891,52.41512962646626,7.996619340242717
4945.1153,35.42246301249539,7.697387062630979
4945.7394,41.80157668323423,7.703024049468312
4946.3647,49.65750645888097,7.814448002954174
4946.9902,65.66709825210212,7.80798814900991
4947.6149,52.48048000435455,7.7182175169179
4948.2404,2.880891161930705,7.423462343287582
4948.8651,43.8629608650719,7.645142905525114
4949.4909,41.760820944828545,7.560641603837103
4950.1156,64.49321709525282,7.820706954623544
4950.7412,38.172990681178156,7.604983598223257
4951.3679,38.46006069727842,7.884215746081158
4951.9918,66.1042557245245,7.824366854941693
4952.6176,67.8578444004371,7.672250562288389
4953.2423,50.338671148721495,7.629341066433632
4953.868,57.418140956449896,7.659862266120346
4954.4933,64.00285296592324,7.862800311578083
4955.1182,50.52648249273575,7.708576943505938
4955.9458,47.36117065782123,6.369480912851426
4956.7392,34.26887459908373,6.612737300358185
4957.495,32.96234466492353,6.579124454464429
4958.2461,54.61241332666173,7.437230407681925
4958.872,38.84914405752671,7.567730289405927
4959.4954,50.33813339795036,7.568568310632536
4960.1219,42.326209303131634,7.5051469118017495
4960.7472,36.34742863877653,7.471391216101024
4961.3729,50.768297688926836,7.505001031506651
4961.9991,27.175068448964613,7.522479072935762
4962.6227,33.204860719943326,7.441627361277105
4963.2484,53.1161528521848,7.570618891267756
4963.8745,43.61440108729571,7.534162399956196
4964.5011,67.10970875006046,7.756895949842967
4965.1239,-3.3112746505942163,8.28631046027012
4965.7519,41.190229771677984,7.550976088310797
4966.377,59.18590037063817,7.628447581816403
4967.0026,54.81794528278835,7.6756339041845365
4967.6276,52.12125818862876,7.624111581624041
4968.2539,32.41198810751895,7.425584115622756
4968.8793,50.10051230337928,7.716708590334202
4969.5043,51.532179152605806,7.531274683764557
4970.1313,49.85818000797475,7.583353435568921
4970.7554,29.832217684129052,7.293498435090672
4971.3812,49.96854903327868,7.635933039755952
4972.0072,55.09170757000509,7.64248917104173
4972.6325,56.52781553551611,7.69675011466969
4973.2587,49.78134996405362,7.581469006320146
4973.8839,39.49026562535332,7.327832696788171
4974.5098,52.928166336741725,7.614260981519593
4975.136,19.902816089905077,7.415475205837638
4975.7606,44.0314629798797,7.482879158011537
4976.3869,72.05639205111653,7.804639559982658
4977.0128,61.905853667918656,7.63494754499888
4977.6374,24.58931122405199,7.56156938728523
4978.2631,31.70919580330534,7.317608384116492
4978.8905,53.567546450312605,7.656742998335126
4979.5165,42.748832837497844,7.429640594293322
4980.1413,49.31587410136968,7.647555364960988
4980.7667,83.24079514832329,7.703569225859893
4981.3935,32.604540897850676,7.371659087038793
4982.0185,46.32148231228421,7.358830111903093
4982.6447,72.09107921915377,7.392190327610101
4983.271,25.912475269689875,7.32120483838461
4984.0979,32.95958815442009,5.996248302784312
4984.8925,51.252010905274794,6.503784255697793
4985.6483,48.43926961456554,6.552859239721602
4986.3998,31.165383982550242,7.201908642182133
4987.0249,30.97368368751195,7.203730165761838
4987.6509,40.612199678912525,7.4277941485586245
4988.2779,56.091184613723605,7.473900230018346
4988.903,42.89080353214915,7.402429167396488
4989.5285,18.862968407867292,7.20453694933254
4990.1549,52.36933004397641,7.586302887720273
4990.7811,29.987067940195832,7.185936119996344
4991.4064,33.57451215464942,7.425402224698639
4992.0337,34.61729582298269,7.3390303136593085
4992.6593,16.17230886686112,7.316239205454291
4993.2855,45.13940144081314,7.420639600297214
4993.9118,30.774426471911575,7.4050142589276655
4994.5355,27.622734747717843,7.287107141587677
4995.162,53.345534211871744,7.4987245465440715
4995.7908,40.02541393501556,7.493915201522577
4996.4146,50.33009254612574,7.717533664616024
4997.0388,30.938642105495763,7.439447815139666
4997.6664,45.853769077271885,7.628299037260507
4998.2918,36.72851056930681,7.7904147329063465
4998.9188,42.73669878277588,7.586689417688443
4999.5445,34.20747101193477,7.534881009379872
5000.1705,31.269671725962702,7.37253962416239
5000.7969,36.650680440028694,7.379508552417301
5001.4248,41.61894439057717,7.476178930254719
5002.0499,23.527784313385695,7.226338902069957
5002.6768,40.42793894613987,7.281395664376766
5003.3029,43.29859058226356,7.367585606185114
5003.9301,45.04201374709686,7.393513352581733
5004.5554,29.331271008579385,7.233533952792789
5005.1819,21.733555421810532,7.217320623010802
5005.8064,51.797048578220114,7.365010994917722
5006.4333,35.42240892612318,7.29558561776745
5007.0599,28.768437800115425,7.3465557395676475
5007.6866,23.70983969048564,7.408416563825583
5008.313,28.930748244630887,7.367241922405979
5008.9379,13.459431726926491,7.303431332243011
5009.5653,49.09033689415977,7.564147513798586
5010.1924,49.51864831720371,7.6051941708273665
5010.8179,69.23564572032289,7.772275509566971
5011.4438,48.22787220050481,7.524535268368948
5012.0707,64.82184301615365,7.548468637673102
5012.8159,53.319126889546645,6.696636211094227
5013.568,45.84020865217681,6.50169522666549
5014.3211,37.3939879162976,6.422458767189695
5015.0745,27.06732685141403,6.2015693948800505
5015.828,18.542942803609975,7.061340543088822
5016.4558,43.24996655357452,7.239208165458691
5017.0815,18.4251603109893,6.924039277594414
5017.7087,43.04873370594662,7.147397069125891
5018.3334,59.78573270067356,7.235351736577952
5018.9603,34.590939445877396,7.071764416139376
5019.5867,42.30642761934619,7.175651060175701
5020.2139,67.6809156718903,7.254599294172015
5020.8413,42.88090059801485,7.255765234416049
5021.4661,52.360905936718154,7.1692002780484545
5022.0936,24.157559281962193,7.049513688710665
5022.7195,36.9783438837955,7.14887629105874
5023.3457,50.356740917633836,7.216521135556526
5023.9732,28.94328213036776,7.0103749093587
5024.5997,36.14396027556971,7.149796769266287
5025.2252,67.32396392733253,7.32679726892021
5025.8529,46.347364620371835,7.238195965116365
5026.4806,27.443619042407896,7.046084473853822
5027.105,55.068608202011845,7.258182817162632
5027.7328,55.27307165840318,7.243097117822765
5028.3586,48.16468102523572,7.191021569515011
5028.9861,53.41577889326773,7.266586707659563
5029.6112,43.83579585220723,7.161648219304034
5030.2376,37.86503722424972,7.126677978370102
5030.8663,51.14366552042652,7.230700995162134
5031.4911,31.110072990264396,7.155735691097729
5032.1188,29.093850576930738,7.111124041926933
5032.7454,20.471488249761,7.105235361630506
5033.3718,30.964383948750516,7.220643098666896
5033.9989,31.30522620436985,7.117737789742861
5034.6251,41.948325723000536,7.1355458951801864
5035.2526,43.86953740687023,7.2424067035345985
5035.8786,53.85879494628651,7.300037893834311
5036.5058,42.175485061035666,7.204708148012493
5037.1326,43.72669319802056,7.1101322891145875
5037.7589,54.01078489367693,7.321410661330587
5038.3856,31.958624480302642,6.894102876224333
5039.0124,45.971155010851234,7.107674750767952
5039.6403,22.479396313349753,7.01116638752568
5040.2645,31.335136192086342,6.8274637836647685
5040.8941,33.6450358902665,6.981726982302323
5041.5202,38.203095552415746,6.8521388151516245
5042.1458,52.36335525203352,6.95578951258812
5042.7742,32.38316314824694,6.848582894816161
5043.6073,38.663050139543934,5.6453557353532275
5044.4014,53.51611210304713,6.35185986115527
5045.1538,45.98066644228491,6.270431348952426
5045.9068,47.80326646186836,7.010118370939468
5046.5369,43.47452919984634,7.271964294957237
5047.162,42.75529825076946,7.11676360099781
5047.7887,48.13214011959124,7.180012047991431
5048.4156,39.35526472334258,7.055674279831979
5049.0443,42.160522832587375,7.194925687220485
5049.67,63.990714181147524,7.043569783205906
5050.2965,34.33102474446685,6.971834443202721
5050.9228,36.30862554021487,6.913071362218297
5051.5514,53.53106216630546,6.978202564446544
5052.1773,28.87737265358703,6.764092599144898
5052.8049,40.77174170910187,6.9978256091743845
5053.4324,40.19920676571317,7.009726791419362
5054.0596,40.96143293958103,7.090374857057875
5054.6849,66.01853448354522,7.121833889854195
5055.3135,55.965310079321185,7.097355473178772
5055.9402,22.797547445573596,6.833800988399128
5056.5661,46.92727680995673,7.188165121701586
5057.1944,66.81600625579928,7.238161111386775
5057.8221,49.31205993552915,7.192719438862012
5058.4476,62.95091990353672,7.163246741374732
5059.0754,52.247826248518045,7.0971400946488075
5059.7036,34.82694516359035,7.048293225792833
5060.3304,56.383603214541075,7.093708383838303
5060.9568,36.51083038559079,7.037413714824155
5061.5844,46.37666463641348,7.045771219826414
5062.2113,48.25937392350495,6.965803503734978
5062.8387,39.36231251144261,6.986096006536674
5063.4661,48.125129856998846,7.144386184207387
5064.0924,47.470110308862125,7.144566767062916
5064.7202,41.83910759337144,7.06750994955355
5065.3478,54.842802316466965,7.181833139513152
5065.9746,22.29077217039314,6.772639658339166
5066.6022,47.54990357187911,6.747180467295919
5067.2296,56.48515498004152,7.151561964049111
5067.8568,45.278130039649334,7.044572146445189
5068.4848,16.956231663080153,6.611021929534499
5069.1116,47.070574085853316,7.013740798039605
5069.7374,46.02194891752791,6.904081391898479
5070.3664,48.89261693362763,7.038740824112627
5070.9928,16.109631670556016,6.807757356568952
5071.6215,34.66902380264483,6.790665236472043
5072.2486,41.85534564652182,6.907100075476387
5072.8748,45.56439952471853,6.935614600028362
5073.5026,47.58514091093687,6.9712962719457865
5074.1309,41.093270876421954,6.756495924010007
5074.8708,36.49153032567616,6.212620675191232
5075.6888,36.165008818358366,5.482591827958904
5076.4737,39.255786479467055,6.909178952301118
5077.1384,38.55152350117291,6.115874799678617
5077.8958,46.20595423421728,6.857162516227698
5078.5214,60.04725644783207,7.00248020067452
5079.1494,56.92028844428291,6.914369328539901
5079.7774,39.31348365635691,6.828282183170447
5080.4043,50.39862902439232,6.956529354165623
5081.0314,40.788436281268545,6.706584989170579
5081.659,55.23495665137575,6.8491518131809395
5082.2874,57.70987709813055,7.910777658057341
5082.9136,40.14159019510285,6.758148702118193
5083.5422,36.203264927603385,6.748176310998197
5084.1707,25.526925061539657,6.677638544454145
5084.7978,39.56108260160742,6.770199890461111
5085.4245,39.03123372929705,6.650858086937002
5086.051,37.40774113173754,6.731675482191208
5086.6806,58.160183838866644,7.010886715627587
5087.3067,28.862522281981423,6.787931619004776
5087.9359,37.85887415161191,6.823213672661309
5088.5634,64.98983022001033,7.045836449155096
5089.1911,51.96376462198379,6.9365636721439135
5089.8185,34.96579896362746,6.75390128702799
5090.4451,50.511129197906776,6.988224239813515
5091.0742,42.7942594021502,7.042810514247549
5091.7008,67.29283672251745,7.041169002754101
5092.3291,19.834798538739552,6.731814748196661
