objName,objID,objInfoFlag,qualityFlag,nStackObjectRows,nStackDetections,nDetections,gApFlux,gApFluxErr,gKronFlux,gKronFluxErr,gKronRad,rApFlux,rApFluxErr,rKronFlux,rKronFluxErr,rKronRad,iApFlux,iApFluxErr,iKronFlux,iKronFluxErr,iKronRad,zApFlux,zApFluxErr,zKronFlux,zKronFluxErr,zKronRad,yApFlux,yApFluxErr,yKronFlux,yKronFluxErr,yKronRad
PSO J268.3028-00.8561,106972683027753066,444915712,53,-999,4,10,1.1230999916733708e-05,6.991010081947024e-08,-999.0,-999.0,-999.0,2.1114799892529845e-05,1.0339699940686842e-07,2.223599949502386e-05,9.65996036939032e-07,3.0238099098205566,3.400780042284168e-05,1.086480025946912e-07,3.06311012536753e-05,9.638730489314185e-07,2.666759967803955,5.028890154790133e-05,1.6614799847047834e-07,5.056630106992088e-05,1.709810021566227e-06,3.046839952468872,6.518609734484926e-05,1.6645600453557563e-07,6.220310024218634e-05,4.735460152005544e-06,2.4332499504089355
