wspec,mspec
3855.2953171699996,18.9013377928019
3856.22335945,19.798699978333055
3857.15109252,19.73303270426403
3858.0791348000002,19.054394459224838
3859.00686787,17.958333301923346
3859.93470401,17.695624011434926
3860.86264322,17.1665332876083
3861.7904793599996,15.930527162679521
3862.71852164,15.424404193474942
3863.64625471,14.370405242579997
3864.5739877799997,12.105975143192236
3865.50203006,10.703922314343092
3866.4297631299996,11.47011668365953
3867.35780541,13.530567547545626
3868.2856415499996,15.239621265279988
3869.21337462,16.20218035760908
3870.1414169,17.657223191590013
3871.0691499699997,19.19946109790543
3871.99719225,19.82799443052645
3872.9249253199996,20.060068005219193
3873.85276146,19.000531544062873
3874.78070067,18.489517984082926
3875.70853681,19.243604019210487
3876.63657909,19.979812984464232
3877.5643121599996,20.353462290897742
3878.49204523,20.913944616106633
3879.4200875099996,20.934432250767657
3880.3478205799997,20.332360877767258
3881.27586286,19.936976770921348
3882.203699,19.263843951221773
3883.13143207,17.370657506395165
3884.0594743499996,16.05825281104086
3884.98720742,15.613890388408604
3885.9152496999995,14.75816088795715
3886.8429827699997,13.302855370979293
3887.77081891,11.429042790997826
3888.6987581199996,14.177576484572027
3889.62659426,16.5666957247965
3890.5546365399996,18.097738973283736
3891.4823696099998,18.80997356072626
3892.41010268,19.3725054280945
3893.33814496,20.22218627778598
3894.26587803,21.485577350257525
3895.1939203099996,22.367120045070504
3896.12175645,23.30722029502773
3897.0494895199995,24.088075490924716
3897.9775317999997,24.437954911269518
3898.90526487,24.68691248284199
3899.83330715,24.994732543666263
3900.76104022,25.31708400987465
3901.6888763599995,25.414839204391683
3902.61681557,24.615424817281486
3903.5446517099995,23.476233259603628
3904.4726939899997,22.737505834011714
3905.40042706,22.165461281802997
3906.3281601299996,21.88513388982691
3907.25620241,21.454978536343273
3908.18403855,20.995556950209597
3909.11197776,20.795866992146625
3910.0398139,20.07037321999468
3910.96754697,18.581810503516728
3911.89558925,16.696547507386267
3912.8233223199995,15.610356578751192
3913.7513645999998,14.836199228670568
3914.67909767,13.6416068578658
3915.60693381,13.06294612654731
3916.53497609,13.643419893118654
3917.46270916,15.41552866887227
3918.39075144,17.560903121957157
3919.3184845099995,18.842325921019903
3920.24621758,20.006718148361003
3921.17425986,21.625785469555655
3922.102096,22.619858037101167
3923.03003521,22.997815728082273
3923.95787135,23.16935866872746
3924.8856044199997,23.583905731947613
3925.8136466999995,24.362659709519345
3926.74137977,25.32987711531772
3927.66942205,26.33111000280017
3928.5971551199996,26.855881046241127
3929.5249912599998,26.709918279981984
3930.45303354,26.042015542827606
3931.3807666099997,25.330482044668614
3932.3088088899995,25.21598769861742
3933.23654196,25.489715526350327
3934.1643781,25.98382932328141
3935.0923173099995,26.7525756757738
3936.0201534499997,27.013385684269405
3936.9480926599995,26.30254005762996
3937.8759287999997,25.05979831717251
3938.80366187,24.83974780020966
3939.73170415,25.206875873850954
3940.6594372199997,25.537883301885508
3941.5874795,25.3778580466579
3942.5153156399997,24.017739961149065
3943.4430487099994,22.95827895030323
3944.3710909899996,22.539223987483588
3945.29882406,21.94558690743747
3946.22686634,20.981806923426575
3947.1545994099997,20.058247552802914
3948.08243555,19.57848347785263
3949.01037476,19.12035168687384
3949.9382109,17.72428342098328
3950.8662531799996,15.833964736247626
3951.7939862499998,14.455873864899319
3952.72171932,13.650409159503582
3953.6497615999997,12.832213907475724
3954.57749467,11.767881425573686
3955.50553695,14.093662272892695
3956.43337309,15.14769119976703
3957.36110616,16.27753897611386
3958.2891484399997,17.59162570934692
3959.21688151,18.497108943235734
3960.1449237899997,19.44735763283439
3961.07265686,20.940240036569286
3962.0004929999996,22.644307189676695
3962.9285352800002,24.16611687556126
3963.85626835,25.0206718897003
3964.7843106299997,25.440214610272736
3965.7120437,25.926038739684046
3966.63977677,26.6210472501435
3967.56781905,27.1400023531186
3968.49565519,27.1543649452505
3969.4235943999997,27.35498573048703
3970.35143054,27.99116775294547
3971.2791636099996,28.49690671841942
3972.20720589,29.09673642761529
3973.13493896,29.31292229397578
3974.0629812399998,29.16989832935968
3974.99071431,28.874404482530895
3975.9185504499997,28.746450330653857
3976.84659273,28.998233378825244
3977.7743257999996,29.028864843770812
3978.70236808,28.672414231660383
3979.63010115,28.37711416311022
3980.55793729,29.16567011270214
3981.4858765,30.27638533507784
3982.4137126399996,30.800519504107584
3983.34175492,30.878524085954346
3984.2694879899996,30.713163414154966
3985.19722106,30.759053759041382
3986.12526334,31.599958973620392
3987.0529964099997,33.27248062433092
3987.98103869,34.46792730599419
3988.9088748299996,34.52998014263254
3989.8366078999998,33.397205249514975
3990.7646501799995,31.279522221780958
3991.69238325,29.349033620879567
3992.62042553,28.143950632922586
3993.5481585999996,27.625237016394436
3994.47599474,27.58108251409111
3995.4039339499996,27.97236983661755
3996.3317700899997,27.601198884216974
3997.2598123699995,26.167624493581258
3998.18754544,24.787880348561725
3999.11527851,24.278977510588188
4000.0433207899996,24.26633859645527
4000.97115693,23.889034991627753
4001.89909614,22.70500830140358
4002.8269322799997,21.48760647312196
4003.75466535,21.043443382635218
4004.68270763,20.71508840468366
4005.6104407,19.049176352382773
4006.5384829799996,17.526652717515937
4007.46621605,16.71867947470121
4008.3940521899995,15.888003353822205
4009.3220944699997,15.119057302116572
4010.24982754,16.08710776239936
