"Obj. ID","IAU name","Internal name/s","Obj. RA","Obj. DEC","Obj. Type","Redshift","Spec. ID","Obs-date","JD","From","Telescope","Instrument","Observer/s","Reducer/s","Source group","Public","Associated groups","End prop. period","Ascii file","Fits file","Spec. type","Spec. quality","Extinction-Corrected","WL Medium","WL Units","Flux Unit Coefficient","Spec. units","Flux Calibrated By","Exp-time","Aperture (slit)","HA","Airmass","Dichroic","Grism","Grating","Blaze","Lambda-min","Lambda-max","Del-Lambda","Contrib","Publish","Remarks","Created by","Creation date"
"2806","2002es","","50.94679","40.56486","SN Ia","0.018","50380","2002-09-03 00:00:00.00","2452520.5","","Lick-3m","KAST","Ryan Chornock, Brandon Swift","Ryan Foley","UCB-SNDB","Y","UCB-SNDB","","SN_2002es_2002-09-03_00-00-00_Lick-3m_KAST_UCB-SNDB_0.flm","","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","3150","10400","1.9994484280199","","2012ApJ...751..142G","SNR: 36.0341;","WIS_Bot1","2019-01-23 10:48:35"
"2806","2002es","","50.94679","40.56486","SN Ia","0.018","8946","2002-09-13 00:00:00.00","2452530.5","","Lick-3m","KAST","Ryan Foley, Saurabh Jha, Marina Papenkova","Ryan Foley","","Y","","","SN2002es_2002-09-13_00-00-00_Lick-3m_KAST_None.ascii","","Object","","","Air","Angstrom","1","Other","","0","0","","","","","","","3195","10400","1.9991675915649","","","Data was ingested from the &lt;a href=&#039;https://sne.space/&#039;&gt;Open Supernova Catalog&lt;/a&gt; [CAUTION: The uploaded spectrum may already be de-redshifted; please check.] [Prev. spec info - createdby: admin-UploadSet; modifiedby: admin-UploadSet]"," Migration From WISeREP1.0","2012-03-29 15:56:04"
