58955.47953 -16.55616 -999.00000 -999.00000 -999.00000
58963.42140 -15.97152 -999.00000 -999.00000 -999.00000
58966.45750 -16.09973 -999.00000 -999.00000 -999.00000
58972.46296 -17.34700 0.07085 0.06854 0.07316
58975.30506 -17.76095 0.26052 0.22956 0.29148
58979.42959 -17.91326 0.15476 0.14377 0.16576
58986.41384 -18.18161 0.03600 0.03540 0.03659
58992.34024 -17.92466 0.05099 0.04979 0.05219
59011.29632 -16.54268 0.18127 0.16621 0.19633
59017.33281 -15.93541 0.26105 0.22996 0.29213
59020.36384 -15.18783 0.51727 0.39845 0.63609
59023.31606 -15.66235 0.37208 0.30954 0.43463
59027.23539 -16.83237 -999.00000 -999.00000 -999.00000
59030.35243 -17.17851 -999.00000 -999.00000 -999.00000
59033.23132 -17.93199 -999.00000 -999.00000 -999.00000
59036.21855 -17.43281 -999.00000 -999.00000 -999.00000
59039.33976 -16.89786 -999.00000 -999.00000 -999.00000
59042.29654 -16.21896 -999.00000 -999.00000 -999.00000
59045.26623 -15.93625 -999.00000 -999.00000 -999.00000
59048.27597 -15.07585 0.54629 0.41429 0.67829
59051.29513 -16.33372 -999.00000 -999.00000 -999.00000
59054.25138 -15.37028 0.49698 0.38700 0.60696
59057.25381 -16.66158 -999.00000 -999.00000 -999.00000
59064.21132 -17.79243 -999.00000 -999.00000 -999.00000
59075.18830 -16.31504 -999.00000 -999.00000 -999.00000
59094.17205 -17.46123 -999.00000 -999.00000 -999.00000
